Mês/Ano,Região,Estado,Produto,Quantidade Processada (t)
02/2024,SUDESTE,São Paulo,MELAÇO,"32418,946"
02/2024,CENTRO OESTE,Goiás,MILHO,"117703,342"
02/2024,CENTRO OESTE,Mato Grosso,MILHO,"862438,244"
02/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"206897,714"
02/2024,SUDESTE,São Paulo,MILHO,"4568,839"
02/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"8166,236"
02/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4564,962"
02/2024,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"6,899"
01/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"17481,950"
01/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"472427,590"
01/2024,NORDESTE,Alagoas,CANA DE AÇÚCAR,"340394,298"
01/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"577102,031"
01/2024,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"132403,026"
01/2024,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"170149,728"
01/2024,NORDESTE,Sergipe,CANA DE AÇÚCAR,"113627,194"
01/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"8271,630"
01/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"509607,943"
01/2024,NORDESTE,Alagoas,MELAÇO,"150254,625"
01/2024,NORDESTE,Paraíba,MELAÇO,"6854,945"
01/2024,NORDESTE,Pernambuco,MELAÇO,"85803,808"
01/2024,NORDESTE,Rio Grande do Norte,MELAÇO,"12457,337"
01/2024,NORDESTE,Sergipe,MELAÇO,"14213,369"
01/2024,NORTE,Pará,MELAÇO,"10044,235"
01/2024,SUDESTE,São Paulo,MELAÇO,"56776,326"
01/2024,CENTRO OESTE,Goiás,MILHO,"144906,477"
01/2024,CENTRO OESTE,Mato Grosso,MILHO,"947195,967"
01/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"212503,805"
01/2024,SUDESTE,São Paulo,MILHO,"3495,346"
01/2024,SUL,Paraná,MILHO,"8559,573"
01/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"2525,785"
01/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4021,064"
01/2024,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"6,899"
12/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"12687,380"
12/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"1464924,409"
12/2023,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"14160,000"
12/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"1907661,919"
12/2023,NORDESTE,Alagoas,CANA DE AÇÚCAR,"381099,787"
12/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"86339,950"
12/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"651336,562"
12/2023,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"226868,177"
12/2023,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"191080,699"
12/2023,NORDESTE,Sergipe,CANA DE AÇÚCAR,"108914,260"
12/2023,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"23236,800"
12/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"841195,615"
12/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"8744367,706"
12/2023,SUL,Paraná,CANA DE AÇÚCAR,"471329,440"
12/2023,CENTRO OESTE,Goiás,MELAÇO,"1037,129"
12/2023,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"7506,685"
12/2023,NORDESTE,Alagoas,MELAÇO,"145452,149"
12/2023,NORDESTE,Paraíba,MELAÇO,"6069,278"
12/2023,NORDESTE,Pernambuco,MELAÇO,"91296,039"
12/2023,NORDESTE,Rio Grande do Norte,MELAÇO,"12530,390"
12/2023,NORDESTE,Sergipe,MELAÇO,"13629,514"
12/2023,NORTE,Pará,MELAÇO,"20069,255"
12/2023,SUDESTE,Minas Gerais,MELAÇO,"68735,929"
12/2023,SUDESTE,São Paulo,MELAÇO,"279119,181"
12/2023,CENTRO OESTE,Goiás,MILHO,"177118,693"
12/2023,CENTRO OESTE,Mato Grosso,MILHO,"914574,687"
12/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"171436,445"
12/2023,SUDESTE,São Paulo,MILHO,"2139,545"
12/2023,SUL,Paraná,MILHO,"6462,803"
12/2023,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"14640,853"
12/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4305,591"
12/2023,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"3862,439"
12/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"935,000"
12/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"7,331"
11/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11858,530"
11/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"3983914,998"
11/2023,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"381990,923"
11/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"2894491,126"
11/2023,NORDESTE,Alagoas,CANA DE AÇÚCAR,"342437,930"
11/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"381010,450"
11/2023,NORDESTE,Maranhão,CANA DE AÇÚCAR,"64162,700"
11/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"632459,720"
11/2023,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"271471,494"
11/2023,NORDESTE,Piauí,CANA DE AÇÚCAR,"18544,004"
11/2023,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"217912,391"
11/2023,NORDESTE,Sergipe,CANA DE AÇÚCAR,"102378,114"
11/2023,NORTE,Amazonas,CANA DE AÇÚCAR,"12795,510"
11/2023,NORTE,Pará,CANA DE AÇÚCAR,"84921,596"
11/2023,NORTE,Tocantins,CANA DE AÇÚCAR,"39683,000"
11/2023,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"91563,561"
11/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"2629830,504"
11/2023,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"40334,050"
11/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"16429435,024"
11/2023,SUL,Paraná,CANA DE AÇÚCAR,"1074881,736"
11/2023,CENTRO OESTE,Goiás,MELAÇO,"21741,372"
11/2023,CENTRO OESTE,Mato Grosso,MELAÇO,"35944,301"
11/2023,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"19221,969"
11/2023,NORDESTE,Alagoas,MELAÇO,"142203,914"
11/2023,NORDESTE,Bahia,MELAÇO,"6697,049"
11/2023,NORDESTE,Paraíba,MELAÇO,"11552,965"
11/2023,NORDESTE,Pernambuco,MELAÇO,"86876,214"
11/2023,NORDESTE,Piauí,MELAÇO,"16248,579"
11/2023,NORDESTE,Rio Grande do Norte,MELAÇO,"12329,167"
11/2023,NORDESTE,Sergipe,MELAÇO,"9041,918"
11/2023,NORTE,Amazonas,MELAÇO,"2036,020"
11/2023,SUDESTE,Minas Gerais,MELAÇO,"203547,816"
11/2023,SUDESTE,São Paulo,MELAÇO,"788721,482"
11/2023,SUL,Paraná,MELAÇO,"7711,021"
11/2023,CENTRO OESTE,Goiás,MILHO,"162219,436"
11/2023,CENTRO OESTE,Mato Grosso,MILHO,"866476,794"
11/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"171401,094"
11/2023,SUDESTE,São Paulo,MILHO,"3052,114"
11/2023,SUL,Paraná,MILHO,"7349,489"
11/2023,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"15995,760"
11/2023,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"357,460"
11/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"5,603"
11/2023,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4904,111"
11/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"210,000"
11/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"14,957"
10/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11492,670"
10/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"5993203,013"
10/2023,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1604579,961"
10/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"3407384,935"
10/2023,NORDESTE,Alagoas,CANA DE AÇÚCAR,"444500,850"
10/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"576084,870"
10/2023,NORDESTE,Maranhão,CANA DE AÇÚCAR,"237066,420"
10/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"690416,963"
10/2023,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"311685,903"
10/2023,NORDESTE,Piauí,CANA DE AÇÚCAR,"23854,670"
10/2023,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"264441,974"
10/2023,NORDESTE,Sergipe,CANA DE AÇÚCAR,"86528,027"
10/2023,NORTE,Amazonas,CANA DE AÇÚCAR,"17223,830"
10/2023,NORTE,Pará,CANA DE AÇÚCAR,"85547,095"
10/2023,NORTE,Tocantins,CANA DE AÇÚCAR,"277292,980"
10/2023,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"182757,487"
10/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"3486419,673"
10/2023,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"105872,302"
10/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"15713507,306"
10/2023,SUL,Paraná,CANA DE AÇÚCAR,"1359976,438"
10/2023,CENTRO OESTE,Goiás,MELAÇO,"52259,810"
10/2023,CENTRO OESTE,Mato Grosso,MELAÇO,"73920,853"
10/2023,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"28351,057"
10/2023,NORDESTE,Alagoas,MELAÇO,"135675,006"
10/2023,NORDESTE,Bahia,MELAÇO,"12770,326"
10/2023,NORDESTE,Maranhão,MELAÇO,"966,000"
10/2023,NORDESTE,Paraíba,MELAÇO,"8006,816"
10/2023,NORDESTE,Pernambuco,MELAÇO,"86284,041"
10/2023,NORDESTE,Piauí,MELAÇO,"19265,627"
10/2023,NORDESTE,Rio Grande do Norte,MELAÇO,"7723,192"
10/2023,NORDESTE,Sergipe,MELAÇO,"9470,921"
10/2023,NORTE,Amazonas,MELAÇO,"4003,010"
10/2023,SUDESTE,Minas Gerais,MELAÇO,"243828,333"
10/2023,SUDESTE,São Paulo,MELAÇO,"873335,640"
10/2023,CENTRO OESTE,Goiás,MILHO,"146264,996"
10/2023,CENTRO OESTE,Mato Grosso,MILHO,"888335,323"
10/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"178572,633"
10/2023,SUDESTE,São Paulo,MILHO,"2848,956"
10/2023,SUL,Paraná,MILHO,"4273,277"
10/2023,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"6581,087"
10/2023,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"4192,171"
10/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"19,400"
10/2023,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4722,104"
10/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"509,816"
10/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"25,852"
09/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"11492,670"
09/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"7140357,702"
09/2023,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1737900,279"
09/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"3885684,484"
09/2023,NORDESTE,Alagoas,CANA DE AÇÚCAR,"209369,716"
09/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"567496,480"
09/2023,NORDESTE,Maranhão,CANA DE AÇÚCAR,"299254,699"
09/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"727706,581"
09/2023,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"108141,915"
09/2023,NORDESTE,Piauí,CANA DE AÇÚCAR,"48024,492"
09/2023,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"211904,878"
09/2023,NORDESTE,Sergipe,CANA DE AÇÚCAR,"43227,360"
09/2023,NORTE,Amazonas,CANA DE AÇÚCAR,"9493,800"
09/2023,NORTE,Pará,CANA DE AÇÚCAR,"90081,762"
09/2023,NORTE,Tocantins,CANA DE AÇÚCAR,"303761,020"
09/2023,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"204492,156"
09/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4225637,779"
09/2023,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"195063,292"
09/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"19776781,993"
09/2023,SUL,Paraná,CANA DE AÇÚCAR,"1730124,319"
09/2023,CENTRO OESTE,Goiás,MELAÇO,"63278,057"
09/2023,CENTRO OESTE,Mato Grosso,MELAÇO,"26152,724"
09/2023,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"36410,268"
09/2023,NORDESTE,Alagoas,MELAÇO,"46765,225"
09/2023,NORDESTE,Bahia,MELAÇO,"13511,453"
09/2023,NORDESTE,Maranhão,MELAÇO,"3154,000"
09/2023,NORDESTE,Paraíba,MELAÇO,"6,229"
09/2023,NORDESTE,Pernambuco,MELAÇO,"59544,303"
09/2023,NORDESTE,Piauí,MELAÇO,"15720,750"
09/2023,NORDESTE,Rio Grande do Norte,MELAÇO,"7095,013"
09/2023,NORDESTE,Sergipe,MELAÇO,"3230,762"
09/2023,NORTE,Amazonas,MELAÇO,"2312,110"
09/2023,SUDESTE,Minas Gerais,MELAÇO,"277680,787"
09/2023,SUDESTE,São Paulo,MELAÇO,"1139263,976"
09/2023,CENTRO OESTE,Goiás,MILHO,"153011,652"
09/2023,CENTRO OESTE,Mato Grosso,MILHO,"843624,686"
09/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"176120,073"
09/2023,SUDESTE,São Paulo,MILHO,"2614,144"
09/2023,SUL,Paraná,MILHO,"7310,408"
09/2023,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"12709,923"
09/2023,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"9931,238"
09/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"16,741"
09/2023,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4737,687"
09/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1222,000"
09/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"26,971"
08/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"12713,810"
08/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"7682055,717"
08/2023,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1964180,759"
08/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4363691,486"
08/2023,NORDESTE,Alagoas,CANA DE AÇÚCAR,"4857,276"
08/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"609081,910"
08/2023,NORDESTE,Maranhão,CANA DE AÇÚCAR,"387719,870"
08/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"644245,925"
08/2023,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"3947,160"
08/2023,NORDESTE,Piauí,CANA DE AÇÚCAR,"58550,239"
08/2023,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"140446,337"
08/2023,NORTE,Amazonas,CANA DE AÇÚCAR,"9842,120"
08/2023,NORTE,Pará,CANA DE AÇÚCAR,"115204,665"
08/2023,NORTE,Tocantins,CANA DE AÇÚCAR,"340746,870"
08/2023,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"186479,689"
08/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4585814,749"
08/2023,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"246264,979"
08/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"21375243,975"
08/2023,SUL,Paraná,CANA DE AÇÚCAR,"2030245,674"
08/2023,CENTRO OESTE,Goiás,MELAÇO,"70036,655"
08/2023,CENTRO OESTE,Mato Grosso,MELAÇO,"28592,502"
08/2023,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"41516,603"
08/2023,NORDESTE,Alagoas,MELAÇO,"2628,491"
08/2023,NORDESTE,Bahia,MELAÇO,"11350,540"
08/2023,NORDESTE,Maranhão,MELAÇO,"3323,000"
08/2023,NORDESTE,Paraíba,MELAÇO,"0,792"
08/2023,NORDESTE,Pernambuco,MELAÇO,"21992,798"
08/2023,NORDESTE,Piauí,MELAÇO,"15798,957"
08/2023,NORDESTE,Rio Grande do Norte,MELAÇO,"8400,099"
08/2023,NORTE,Amazonas,MELAÇO,"1648,580"
08/2023,SUDESTE,Minas Gerais,MELAÇO,"296293,725"
08/2023,SUDESTE,São Paulo,MELAÇO,"1227874,958"
08/2023,CENTRO OESTE,Goiás,MILHO,"145953,928"
08/2023,CENTRO OESTE,Mato Grosso,MILHO,"834770,743"
08/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"180535,084"
08/2023,SUDESTE,São Paulo,MILHO,"1449,222"
08/2023,SUL,Paraná,MILHO,"4947,669"
08/2023,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"28838,962"
08/2023,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"10229,540"
08/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"5,891"
08/2023,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4793,991"
08/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1637,475"
08/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"12,126"
07/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"12163,530"
07/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"8603316,662"
07/2023,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"2105692,965"
07/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"5109364,395"
07/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"596938,370"
07/2023,NORDESTE,Maranhão,CANA DE AÇÚCAR,"409331,500"
07/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"100935,050"
07/2023,NORDESTE,Piauí,CANA DE AÇÚCAR,"61087,795"
07/2023,NORTE,Pará,CANA DE AÇÚCAR,"116772,503"
07/2023,NORTE,Tocantins,CANA DE AÇÚCAR,"380451,880"
07/2023,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"203118,871"
07/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4957540,745"
07/2023,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"264215,878"
07/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"22616731,150"
07/2023,SUL,Paraná,CANA DE AÇÚCAR,"2286383,635"
07/2023,CENTRO OESTE,Goiás,MELAÇO,"67537,291"
07/2023,CENTRO OESTE,Mato Grosso,MELAÇO,"26185,113"
07/2023,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"55699,509"
07/2023,NORDESTE,Bahia,MELAÇO,"12664,538"
07/2023,NORDESTE,Maranhão,MELAÇO,"3053,000"
07/2023,NORDESTE,Piauí,MELAÇO,"16086,643"
07/2023,SUDESTE,Minas Gerais,MELAÇO,"291073,476"
07/2023,SUDESTE,São Paulo,MELAÇO,"1639154,065"
07/2023,CENTRO OESTE,Goiás,MILHO,"151192,364"
07/2023,CENTRO OESTE,Mato Grosso,MILHO,"846327,412"
07/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"181128,646"
07/2023,SUDESTE,São Paulo,MILHO,"1579,341"
07/2023,SUL,Paraná,MILHO,"2579,118"
07/2023,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"21928,377"
07/2023,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"11374,474"
07/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"10,521"
07/2023,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5204,373"
07/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"3367,351"
07/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"13,436"
06/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"14076,700"
06/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"7881976,564"
06/2023,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1772638,531"
06/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4023487,489"
06/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"606028,090"
06/2023,NORDESTE,Maranhão,CANA DE AÇÚCAR,"307879,138"
06/2023,NORDESTE,Piauí,CANA DE AÇÚCAR,"19787,188"
06/2023,NORTE,Pará,CANA DE AÇÚCAR,"108287,240"
06/2023,NORTE,Tocantins,CANA DE AÇÚCAR,"316677,090"
06/2023,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"245904,660"
06/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4542709,301"
06/2023,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"211400,580"
06/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"18690201,247"
06/2023,SUL,Paraná,CANA DE AÇÚCAR,"1913146,843"
06/2023,CENTRO OESTE,Goiás,MELAÇO,"63118,227"
06/2023,CENTRO OESTE,Mato Grosso,MELAÇO,"24631,001"
06/2023,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"33787,339"
06/2023,NORDESTE,Bahia,MELAÇO,"12801,317"
06/2023,NORDESTE,Maranhão,MELAÇO,"2449,860"
06/2023,NORDESTE,Piauí,MELAÇO,"2816,485"
06/2023,SUDESTE,Espírito Santo,MELAÇO,"13,320"
06/2023,SUDESTE,Minas Gerais,MELAÇO,"262007,355"
06/2023,SUDESTE,São Paulo,MELAÇO,"952855,764"
06/2023,CENTRO OESTE,Goiás,MILHO,"134211,465"
06/2023,CENTRO OESTE,Mato Grosso,MILHO,"821561,360"
06/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"167650,725"
06/2023,SUDESTE,São Paulo,MILHO,"1382,120"
06/2023,SUL,Paraná,MILHO,"2867,132"
06/2023,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"6839,396"
06/2023,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"9150,011"
06/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"2238,406"
06/2023,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5157,476"
06/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1091,227"
06/2023,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"2,259"
05/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"14676,790"
05/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"7574041,104"
05/2023,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1728344,571"
05/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4415653,413"
05/2023,NORDESTE,Alagoas,CANA DE AÇÚCAR,"78606,292"
05/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"509364,600"
05/2023,NORDESTE,Maranhão,CANA DE AÇÚCAR,"117310,400"
05/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"39911,030"
05/2023,NORDESTE,Sergipe,CANA DE AÇÚCAR,"8683,860"
05/2023,NORTE,Pará,CANA DE AÇÚCAR,"17715,861"
05/2023,NORTE,Tocantins,CANA DE AÇÚCAR,"342228,000"
05/2023,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"186151,122"
05/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4407324,285"
05/2023,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"62659,300"
05/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"22362900,584"
05/2023,SUL,Paraná,CANA DE AÇÚCAR,"2190323,787"
05/2023,CENTRO OESTE,Goiás,MELAÇO,"64652,593"
05/2023,CENTRO OESTE,Mato Grosso,MELAÇO,"24043,365"
05/2023,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"38878,362"
05/2023,NORDESTE,Alagoas,MELAÇO,"35937,998"
05/2023,NORDESTE,Bahia,MELAÇO,"7971,579"
05/2023,NORDESTE,Pernambuco,MELAÇO,"6196,733"
05/2023,SUDESTE,Minas Gerais,MELAÇO,"259282,889"
05/2023,SUDESTE,São Paulo,MELAÇO,"1074108,877"
05/2023,CENTRO OESTE,Goiás,MILHO,"131580,122"
05/2023,CENTRO OESTE,Mato Grosso,MILHO,"832734,056"
05/2023,CENTRO OESTE,Mato Grosso do Sul,MILHO,"174315,302"
05/2023,SUDESTE,São Paulo,MILHO,"1342,223"
05/2023,SUL,Paraná,MILHO,"4961,271"
05/2023,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"152,880"
05/2023,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"7052,085"
05/2023,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"3269,923"
05/2023,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5834,388"
05/2023,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1131,962"
04/2023,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"6028,430"
04/2023,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"2946000,946"
04/2023,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"630827,980"
04/2023,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"2241135,648"
04/2023,NORDESTE,Alagoas,CANA DE AÇÚCAR,"212648,965"
04/2023,NORDESTE,Bahia,CANA DE AÇÚCAR,"297409,571"
04/2023,NORDESTE,Maranhão,CANA DE AÇÚCAR,"9692,760"
04/2023,NORDESTE,Paraíba,CANA DE AÇÚCAR,"188438,213"
04/2023,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"74237,878"
04/2023,NORDESTE,Sergipe,CANA DE AÇÚCAR,"109299,619"
04/2023,NORTE,Tocantins,CANA DE AÇÚCAR,"294157,030"
04/2023,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"76073,112"
04/2023,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"1980745,233"
04/2023,SUDESTE,São Paulo,CANA DE AÇÚCAR,"9124040,388"
04/2023,SUL,Paraná,CANA DE AÇÚCAR,"1341327,480"
04/2023,CENTRO OESTE,Goiás,MELAÇO,"16464,270"
